Informe,Cardex Detallado
Fecha Inicio,01/01/24
Fecha Fin,17/01/25
Periodo anterior,12/24
Cia. Doc.,Proyecto,Nombre Proyecto,3er.Producto,2do.Producto,Nombre Producto,Tipo Orden,Nro. Orden,Categ. LM,Nro. Batch,Fecha Movi,Fecha Contable,Percha,Tipo Movi,No Mov.,Existencia Inicial,Cant. Movi,Unidad,Precio Unitario,Costo Movi,Exist Final,Saldo Inicial,Saldo Final
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO1510015,CO1510015,ACEITE;HIDRAULICO;HD;ISO-464.6;AMARILLO;CLARO;GALON,V1,24000989,D010,12284466,13/03/24,13/03/24,,I4,24000998,"3,00","-3,00",GA,"47299,6317",-141899,",00",141900,1
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,6003,CO4610366,CARTUCHO;VAPORES.ORGANICOS;GAS.ACIDO;6003;3M;UNIDAD,V1,24000989,D033,12284466,13/03/24,13/03/24,,I4,24000998,"25,00","-5,00",UN,"37380,2833",-186901,"20,00",934508,747607
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4610235,CO4610235,GUANTE;NYLON;PALMA;RECUBIERTANITRILO,V1,24000989,D033,12284466,13/03/24,13/03/24,,I4,24000998,",00","-6,00",PR,"9496,2083",-56977,"-6,00",2,-56975
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4710036,CO4710036,BOLSA;RECICLAR;PLASTIC;70X1000.70,V1,24000989,D035,12284466,13/03/24,13/03/24,,I4,24000998,"470,00","-15,00",UN,"576,3170",-8645,"455,00",270869,262224
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,V1,24000989,D035,12284466,13/03/24,13/03/24,,I4,24000998,"5800,00","-2337,00",RL,"625,9102",-1462752,"3463,00",3635872,2173120
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO1413507,CO1413507,TOALLA;PAPEL;ECONOMICA;Z,V1,24000989,D035,12284466,13/03/24,13/03/24,,I4,24000998,"85,00","-43,00",UN,"4569,7301",-196498,"42,00",391957,195459
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4700072,CO4700072,QUIMICO;DESODORIZANTE;LIQUIDO;PORTATIL;TRUEX.80;ML,V1,24000989,D004,12284466,13/03/24,13/03/24,,I4,24000998,"42000,00","-13000,00",ML,"58,1671",-756172,"29000,00",2311436,1555264
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4700096,CO4700096,JABON;LIQUIDO;MANOS;LITRO,V1,24000989,D033,12284466,13/03/24,13/03/24,,I4,24000998,"5,00","-28,00",LT,"7261,5717",-203324,"-23,00",37218,-166106
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4700097,CO4700097,LIMPIADOR;MULTIUSOS;P/GRASAS.ANIMAL/VEGETAL;LITRO,V1,24000989,D029,12284466,13/03/24,13/03/24,,I4,24000998,"75,00","-42,00",LT,"8640,4483",-362899,"33,00",652033,289134
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4700098,CO4700098,SILICONA;EMULSIONADA;LITRO,V1,24000989,D029,12284466,13/03/24,13/03/24,,I4,24000998,"97,00","-10,00",LT,"10963,2020",-109632,"87,00",1128094,1018462
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4002906,CO4002906,DIAFRAGMA;BOMBA;MANO;CAUCHO;BAÑO.PORTATIL,V1,24000989,D015,12284466,13/03/24,13/03/24,,I4,24000998,",00","-16,00",UN,"33320,0000",-533120,"-16,00",0,-533120
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4002907,CO4002907,"MANGUERA;AIRE;VACIO;1""PLASTICA;CORRUGADA;BAÑO.PORTATIL;AZUL",V1,24000989,D015,12284466,13/03/24,13/03/24,,I4,24000998,",00","-3,00",MT,"9360,1261",-28080,"-3,00",0,-28080
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4700135,CO4700135,BOLSA;PLASTICA;45X60CMCAL.1.;COLOR.NEGRO,V1,24000989,D035,12284466,13/03/24,13/03/24,,I4,24000998,"2909,00","-1020,00",UN,"79,7300",-81325,"1889,00",317921,236596
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO3000480,CO3000480,PORTA.CANDADO;2.PIEZAS;ACEROINOX.CAL.14;7X9CM;5X7CM;C/PERF,V1,24000989,D029,12284466,13/03/24,13/03/24,,I4,24000998,"10,00","-6,00",UN,"22610,0000",-135660,"4,00",226100,90440
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4600147,CO4600147,GUANTE;PLASTICO;CALIBRE.55;COLOR.NEGRO,V1,24000989,D033,12284466,13/03/24,13/03/24,,I4,24000998,"14,00","-5,00",UN,"23681,0000",-118405,"9,00",484297,365892
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4611215,CO4611215,JEAN;HOMBRE;OPERATIVO;T-36CINTA;REFLECTIVA;AZUL;LOGO,V1,24000996,D030,12284480,13/03/24,13/03/24,,I4,24000999,",00","-1,00",UN,"39270,0000",-39270,"-1,00",0,-39270
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,V1,24000996,D035,12284480,13/03/24,13/03/24,,I4,24000999,"5800,00","-261,00",RL,"625,9102",-163363,"5539,00",3635872,3472509
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO1413507,CO1413507,TOALLA;PAPEL;ECONOMICA;Z,V1,24000996,D035,12284480,13/03/24,13/03/24,,I4,24000999,"85,00","-3,00",UN,"4569,7301",-13709,"82,00",391957,378248
01477,    1477BG05,BG GRAL SEPTICLEAN  BAQ BY VEO,CO4700135,CO4700135,BOLSA;PLASTICA;45X60CMCAL.1.;COLOR.NEGRO,V1,24000996,D035,12284480,13/03/24,13/03/24,,I4,24000999,"2909,00","-166,00",UN,"79,7300",-13235,"2743,00",317921,304686
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4610006,CO4610006,CASCO;SEGURIDAD;TIPO;II-EBARBUQUEJO;3PUNTOS,V1,24000990,D033,12284534,13/03/24,13/03/24,,I4,24001000,",00","-3,00",UN,"65711,7857",-197135,"-3,00",-1,-197136
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4610133,CO4610133,MONOGAFA;EVEREST;STEELPRO,V1,24000990,D033,12284534,13/03/24,13/03/24,,I4,24001000,",00","-3,00",UN,"21506,8800",-64521,"-3,00",-2,-64523
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4710216,CO4710216,LIMPIADOR;QUIMIC;DESINCRUSTANT,V1,24000990,D035,12284534,13/03/24,13/03/24,,I4,24001000,",00","-40,00",LT,"9808,1221",-392325,"-40,00",-4,-392329
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,5N11,CO4610375,FILTRO;MATERIAL;PARTICULADO5N11;3M,V1,24000990,D033,12284534,13/03/24,13/03/24,,I4,24001000,"6,00","-4,00",UN,"7970,6222",-31882,"2,00",47827,15945
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4610441,CO4610441,RETENEDOR;P/CARTUCHOS;3M,V1,24000990,D033,12284534,13/03/24,13/03/24,,I4,24001000,",00","-4,00",UN,"7303,0250",-29212,"-4,00",0,-29212
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4611076,CO4611076,BOTA;CUERO;CON-PUNTERA;T-41RESISTENTE;HIDROCARBUROS,V1,24000990,D030,12284534,13/03/24,13/03/24,,I4,24001000,",00","-1,00",PR,"74256,0000",-74256,"-1,00",0,-74256
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO1510015,CO1510015,ACEITE;HIDRAULICO;HD;ISO-464.6;AMARILLO;CLARO;GALON,V1,24000990,D010,12284534,13/03/24,13/03/24,,I4,24001000,"6,00","-4,00",GA,"47299,6434",-189199,"2,00",283790,94591
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO1510031,CO1510031,ACEITE;MOTOR;SAE;15W40API;CK-4;15;2;ROJO;GALON,V1,24000990,D009,12284534,13/03/24,13/03/24,,I4,24001000,",00","-2,00",QT,"14272,8625",-28546,"-2,00",-1,-28547
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4610416,CO4610416,PIEZA;RESPIRATORIA;MEDIA;CARASILICONA;7025;3M,V1,24000990,D033,12284534,13/03/24,13/03/24,,I4,24001000,",00","-4,00",UN,"101720,0000",-406880,"-4,00",0,-406880
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,6003,CO4610366,CARTUCHO;VAPORES.ORGANICOS;GAS.ACIDO;6003;3M;UNIDAD,V1,24000990,D033,12284534,13/03/24,13/03/24,,I4,24001000,",00","-8,00",UN,"24704,4000",-197635,"-8,00",-1,-197636
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4710036,CO4710036,BOLSA;RECICLAR;PLASTIC;70X1000.70,V1,24000990,D035,12284534,13/03/24,13/03/24,,I4,24001000,",00","-20,00",UN,"576,3050",-11526,"-20,00",0,-11526
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,V1,24000990,D035,12284534,13/03/24,13/03/24,,I4,24001000,"7632,00","-864,00",RL,"624,2156",-539322,"6768,00",4784557,4245235
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO1413507,CO1413507,TOALLA;PAPEL;ECONOMICA;Z,V1,24000990,D035,12284534,13/03/24,13/03/24,,I4,24001000,"142,00","-27,00",UN,"4569,6000",-123379,"115,00",654872,531493
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4700072,CO4700072,QUIMICO;DESODORIZANTE;LIQUIDO;PORTATIL;TRUEX.80;ML,V1,24000990,D004,12284534,13/03/24,13/03/24,,I4,24001000,"85000,00","-8000,00",ML,"58,1671",-465337,"77000,00",4648529,4183192
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4002907,CO4002907,"MANGUERA;AIRE;VACIO;1""PLASTICA;CORRUGADA;BAÑO.PORTATIL;AZUL",V1,24000990,D015,12284534,13/03/24,13/03/24,,I4,24001000,"6,00","-8,00",MT,"9360,1261",-74881,"-2,00",104471,29590
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4700135,CO4700135,BOLSA;PLASTICA;45X60CMCAL.1.;COLOR.NEGRO,V1,24000990,D035,12284534,13/03/24,13/03/24,,I4,24001000,"5400,00","-320,00",UN,"79,7300",-25514,"5080,00",589356,563842
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,,,D035,12284714,13/03/24,13/03/24,,IT,24000005,"7632,00","-384,00",RL,"624,2156",-239699,"7248,00",4784557,4544858
01477,    1477BG10,BG GRAL SEPTICLEAN SINCELEJO B,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,,,D035,12284714,13/03/24,13/03/24,,IT,24000005,"288,00","384,00",RL,"624,2156",239699,"672,00",180516,420215
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4700072,CO4700072,QUIMICO;DESODORIZANTE;LIQUIDO;PORTATIL;TRUEX.80;ML,,,D004,12284714,13/03/24,13/03/24,,IT,24000005,"85000,00","-10000,00",ML,"58,1671",-581671,"75000,00",4648529,4066858
01477,    1477BG10,BG GRAL SEPTICLEAN SINCELEJO B,CO4700072,CO4700072,QUIMICO;DESODORIZANTE;LIQUIDO;PORTATIL;TRUEX.80;ML,,,D004,12284714,13/03/24,13/03/24,,IT,24000005,"4000,00","10000,00",ML,"58,1671",581671,"14000,00",225131,806802
01477,    1477BG08,BG GRAL SEPTICLEAN FLANDES BY,CO4610006,CO4610006,CASCO;SEGURIDAD;TIPO;II-EBARBUQUEJO;3PUNTOS,V1,24001032,D033,12285309,13/03/24,13/03/24,,I4,24001001,"1,00","-3,00",UN,"64387,0405",-193161,"-2,00",64387,-128774
01477,    1477BG04,BG GRAL SEPTICLEAN CLO BY VEOL,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,OP,23000789,D035,12286118,13/03/24,13/03/24,,OV,24001042,"16374,00","5024,00",RL,"743,0000",3732832,"21398,00",10268083,14000915
01477,    1477BG04,BG GRAL SEPTICLEAN CLO BY VEOL,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,OP,23000789,D035,12286118,13/03/24,13/03/24,,OV,24001042,"21398,00",",00",RL,"141,1699",709238,"21398,00",14000915,14710153
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4610133,CO4610133,MONOGAFA;EVEREST;STEELPRO,V1,24001028,D033,12288516,14/03/24,14/03/24,,I4,24001016,",00","-3,00",UN,"21506,8800",-64521,"-3,00",-2,-64523
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,5N11,CO4610375,FILTRO;MATERIAL;PARTICULADO5N11;3M,V1,24001028,D033,12288516,14/03/24,14/03/24,,I4,24001016,"6,00","-4,00",UN,"7970,6222",-31882,"2,00",47827,15945
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4610441,CO4610441,RETENEDOR;P/CARTUCHOS;3M,V1,24001028,D033,12288516,14/03/24,14/03/24,,I4,24001016,",00","-4,00",UN,"7303,0250",-29212,"-4,00",0,-29212
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4610416,CO4610416,PIEZA;RESPIRATORIA;MEDIA;CARASILICONA;7025;3M,V1,24001028,D033,12288516,14/03/24,14/03/24,,I4,24001016,",00","-3,00",UN,"101720,0000",-305160,"-3,00",0,-305160
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,6003,CO4610366,CARTUCHO;VAPORES.ORGANICOS;GAS.ACIDO;6003;3M;UNIDAD,V1,24001028,D033,12288516,14/03/24,14/03/24,,I4,24001016,",00","-4,00",UN,"24704,4000",-98818,"-4,00",-1,-98819
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,V1,24001028,D035,12288516,14/03/24,14/03/24,,I4,24001016,"7632,00","-386,00",RL,"624,2156",-240947,"7246,00",4784557,4543610
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO1413507,CO1413507,TOALLA;PAPEL;ECONOMICA;Z,V1,24001028,D035,12288516,14/03/24,14/03/24,,I4,24001016,"142,00","-8,00",UN,"4569,6000",-36557,"134,00",654872,618315
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4700096,CO4700096,JABON;LIQUIDO;MANOS;LITRO,V1,24001028,D033,12288516,14/03/24,14/03/24,,I4,24001016,"14,00","-2,00",LT,"6997,2000",-13994,"12,00",104012,90018
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4700097,CO4700097,LIMPIADOR;MULTIUSOS;P/GRASAS.ANIMAL/VEGETAL;LITRO,V1,24001028,D029,12288516,14/03/24,14/03/24,,I4,24001016,"98,00","-2,00",LT,"8305,7045",-16611,"96,00",851742,835131
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4700098,CO4700098,SILICONA;EMULSIONADA;LITRO,V1,24001028,D029,12288516,14/03/24,14/03/24,,I4,24001016,"84,00","-2,00",LT,"10977,0334",-21954,"82,00",985091,963137
01477,    1477BG06,BG GRAL SEPTICLEAN  CTG BY VEO,CO4700135,CO4700135,BOLSA;PLASTICA;45X60CMCAL.1.;COLOR.NEGRO,V1,24001028,D035,12288516,14/03/24,14/03/24,,I4,24001016,"5400,00","-120,00",UN,"79,7300",-9568,"5280,00",589356,579788
01477,    1477BG10,BG GRAL SEPTICLEAN SINCELEJO B,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,V1,24000995,D035,12288537,14/03/24,14/03/24,,I4,24001017,"288,00","-384,00",RL,"616,1330",-236595,"-96,00",180516,-56079
01477,    1477BG10,BG GRAL SEPTICLEAN SINCELEJO B,CO4710248,CO4710248,TRON;AMONIACO;CUÑETEX20LT,V1,24000995,D035,12288537,14/03/24,14/03/24,,I4,24001017,",00","-10,00",LT,"18613,5834",-186136,"-10,00",0,-186136
01477,    1477BG10,BG GRAL SEPTICLEAN SINCELEJO B,CO4700072,CO4700072,QUIMICO;DESODORIZANTE;LIQUIDO;PORTATIL;TRUEX.80;ML,V1,24000995,D004,12288537,14/03/24,14/03/24,,I4,24001017,"4000,00","-2000,00",ML,"59,8584",-119717,"2000,00",225131,105414
01477,    1477BG10,BG GRAL SEPTICLEAN SINCELEJO B,CO4700097,CO4700097,LIMPIADOR;MULTIUSOS;P/GRASAS.ANIMAL/VEGETAL;LITRO,V1,24000995,D029,12288537,14/03/24,14/03/24,,I4,24001017,"41,00","-5,00",LT,"7930,7714",-39654,"36,00",354808,315154
01477,    1477BG10,BG GRAL SEPTICLEAN SINCELEJO B,CO4700135,CO4700135,BOLSA;PLASTICA;45X60CMCAL.1.;COLOR.NEGRO,V1,24000995,D035,12288537,14/03/24,14/03/24,,I4,24001017,"80,00","-150,00",UN,"79,7300",-11960,"-70,00",6376,-5584
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700135,CO4700135,BOLSA;PLASTICA;45X60CMCAL.1.;COLOR.NEGRO,V1,24001037,D035,12289643,14/03/24,14/03/24,,I4,24001019,"4618,00","-217,00",UN,"79,7300",-17301,"4401,00",505564,488263
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO1413507,CO1413507,TOALLA;PAPEL;ECONOMICA;Z,V1,24001037,D035,12289643,14/03/24,14/03/24,,I4,24001019,"1580,00","-131,00",UN,"4611,7194",-604135,"1449,00",7286578,6682443
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,V1,24001037,D035,12289643,14/03/24,14/03/24,,I4,24001019,"18832,00","-446,00",RL,"626,6801",-279499,"18386,00",11805239,11525740
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700096,CO4700096,JABON;LIQUIDO;MANOS;LITRO,V1,24001037,D033,12289643,14/03/24,14/03/24,,I4,24001019,"100,00","-60,00",LT,"6684,8300",-401090,"40,00",683757,282667
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700097,CO4700097,LIMPIADOR;MULTIUSOS;P/GRASAS.ANIMAL/VEGETAL;LITRO,V1,24001037,D029,12289643,14/03/24,14/03/24,,I4,24001019,"100,00","-40,00",LT,"7767,1300",-310685,"60,00",863248,552563
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700098,CO4700098,SILICONA;EMULSIONADA;LITRO,V1,24001037,D029,12289643,14/03/24,14/03/24,,I4,24001019,"80,00","-40,00",LT,"10504,7300",-420189,"40,00",840372,420183
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4710216,CO4710216,LIMPIADOR;QUIMIC;DESINCRUSTANT,V1,24001037,D035,12289643,14/03/24,14/03/24,,I4,24001019,",00","-40,00",LT,"9677,0750",-387083,"-40,00",-2,-387085
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700099,CO4700099,REMOVEDOR;GRAFITIS/TINTAS;LITROS,V1,24001037,D029,12289643,14/03/24,14/03/24,,I4,24001019,"40,00","-20,00",LT,"13387,5000",-267750,"20,00",535500,267750
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700072,CO4700072,QUIMICO;DESODORIZANTE;LIQUIDO;PORTATIL;TRUEX.80;ML,V1,24001063,D004,12289679,14/03/24,14/03/24,,I4,24001020,"344500,00","-1000,00",ML,"58,1671",-58167,"343500,00",18484064,18425897
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700135,CO4700135,BOLSA;PLASTICA;45X60CMCAL.1.;COLOR.NEGRO,V1,24001063,D035,12289679,14/03/24,14/03/24,,I4,24001020,"4618,00","-291,00",UN,"79,7300",-23201,"4327,00",505564,482363
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO1413507,CO1413507,TOALLA;PAPEL;ECONOMICA;Z,V1,24001063,D035,12289679,14/03/24,14/03/24,,I4,24001020,"1580,00","-211,00",UN,"4611,7194",-973073,"1369,00",7286578,6313505
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,V1,24001063,D035,12289679,14/03/24,14/03/24,,I4,24001020,"18832,00","-634,00",RL,"626,6801",-397315,"18198,00",11805239,11407924
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO1210036,CO1210036,OXIDANTE;HIPOCLORITO;SODIO,V1,24001083,D007,12289699,14/03/24,14/03/24,,I4,24001021,"300,00","-25,00",KG,"3022,6000",-75565,"275,00",906780,831215
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4610211,CO4610211,GUANTE;NITRILO;G10-AZ;TALLAMCAJAX100;KLEENGUARD,V1,24001083,D033,12289699,14/03/24,14/03/24,,I4,24001021,",00","-1,00",CX,"48430,6667",-48431,"-1,00",-1,-48432
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4610210,CO4610210,GUANTE;NITRILO;G10-AZ;TALLALCAJAX100;KLEENGUARD,V1,24001083,D033,12289699,14/03/24,14/03/24,,I4,24001021,"1,00","-1,00",CX,"56594,0000",-56594,",00",56594,0
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,V1,24001083,D035,12289699,14/03/24,14/03/24,,I4,24001021,"18832,00","-4,00",RL,"626,6801",-2507,"18828,00",11805239,11802732
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO1413507,CO1413507,TOALLA;PAPEL;ECONOMICA;Z,V1,24001083,D035,12289699,14/03/24,14/03/24,,I4,24001021,"1580,00","-2,00",UN,"4611,7194",-9223,"1578,00",7286578,7277355
01477,    1477BG08,BG GRAL SEPTICLEAN FLANDES BY,CO1413505,CO1413505,PAPEL;HIGIENICO;ECONOMICO,V1,24001062,D035,12289732,14/03/24,14/03/24,,I4,24001022,"3050,00","-140,00",RL,"616,0407",-86246,"2910,00",1911099,1824853
01477,    1477BG08,BG GRAL SEPTICLEAN FLANDES BY,CO1413507,CO1413507,TOALLA;PAPEL;ECONOMICA;Z,V1,24001062,D035,12289732,14/03/24,14/03/24,,I4,24001022,"184,00","-12,00",UN,"4608,5756",-55303,"172,00",848561,793258
01477,    1477BG08,BG GRAL SEPTICLEAN FLANDES BY,CO4713504,CO4713504,BOLSA;PLASTICA;MANIGUETA;30KG;NEGRA;30X60CM,V1,24001062,D035,12289732,14/03/24,14/03/24,,I4,24001022,",00","-70,00",UN,"157,7649",-11044,"-70,00",-3,-11047
01477,    1477BG08,BG GRAL SEPTICLEAN FLANDES BY,CO4700072,CO4700072,QUIMICO;DESODORIZANTE;LIQUIDO;PORTATIL;TRUEX.80;ML,V1,24001062,D004,12289732,14/03/24,14/03/24,,I4,24001022,"27500,00","-1000,00",ML,"58,1671",-58167,"26500,00",1476505,1418338
01477,    1477BG08,BG GRAL SEPTICLEAN FLANDES BY,CO4700096,CO4700096,JABON;LIQUIDO;MANOS;LITRO,V1,24001062,D033,12289732,14/03/24,14/03/24,,I4,24001022,"24,00","-2,00",LT,"6997,2000",-13994,"22,00",179704,165710
01477,    1477BG08,BG GRAL SEPTICLEAN FLANDES BY,CO4700097,CO4700097,LIMPIADOR;MULTIUSOS;P/GRASAS.ANIMAL/VEGETAL;LITRO,V1,24001062,D029,12289732,14/03/24,14/03/24,,I4,24001022,"16,00","-2,00",LT,"8080,1573",-16160,"14,00",139181,123021
01477,    1477BG08,BG GRAL SEPTICLEAN FLANDES BY,CO4700098,CO4700098,SILICONA;EMULSIONADA;LITRO,V1,24001062,D029,12289732,14/03/24,14/03/24,,I4,24001022,"28,00","-2,00",LT,"10995,6000",-21991,"26,00",307871,285880
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,3400-94,CO4700129,CERRADURA;PUERTA;LADO.DERECHOASPEN/GLACIER;BAÑO;PORTA;PLAST,OP,24000257,D029,12290493,14/03/24,14/03/24,,OV,24001082,"10,00","50,00",UN,"51750,0000",2587500,"60,00",554038,3141538
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,3400-94,CO4700129,CERRADURA;PUERTA;LADO.DERECHOASPEN/GLACIER;BAÑO;PORTA;PLAST,OP,24000257,D029,12290493,14/03/24,14/03/24,,OV,24001082,"60,00",",00",UN,"9832,5000",491625,"60,00",3141538,3633163
01477,    1477BG04,BG GRAL SEPTICLEAN CLO BY VEOL,CO4700135,CO4700135,BOLSA;PLASTICA;45X60CMCAL.1.;COLOR.NEGRO,OP,23000791,D035,12291081,14/03/24,14/03/24,,OV,24001083,"8338,00","5000,00",UN,"67,0000",335000,"13338,00",912842,1247842
01477,    1477BG04,BG GRAL SEPTICLEAN CLO BY VEOL,CO4700135,CO4700135,BOLSA;PLASTICA;45X60CMCAL.1.;COLOR.NEGRO,OP,23000791,D035,12291081,14/03/24,14/03/24,,OV,24001083,"13338,00",",00",UN,"12,7300",63650,"13338,00",1247842,1311492
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700097,CO4700097,LIMPIADOR;MULTIUSOS;P/GRASAS.ANIMAL/VEGETAL;LITRO,OP,24000239,D029,12293696,15/03/24,15/03/24,,OV,24001102,"100,00","100,00",LT,"6527,0000",652700,"200,00",863248,1515948
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700097,CO4700097,LIMPIADOR;MULTIUSOS;P/GRASAS.ANIMAL/VEGETAL;LITRO,OP,24000239,D029,12293696,15/03/24,15/03/24,,OV,24001102,"200,00",",00",LT,"1240,1300",124013,"200,00",1515948,1639961
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700096,CO4700096,JABON;LIQUIDO;MANOS;LITRO,OP,24000255,D033,12293705,15/03/24,15/03/24,,OV,24001103,"100,00","100,00",LT,"5618,5000",561850,"200,00",683757,1245607
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4710216,CO4710216,LIMPIADOR;QUIMIC;DESINCRUSTANT,OP,24000255,D035,12293705,15/03/24,15/03/24,,OV,24001103,",00","40,00",LT,"8132,0000",325280,"40,00",-2,325278
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4700096,CO4700096,JABON;LIQUIDO;MANOS;LITRO,OP,24000255,D033,12293705,15/03/24,15/03/24,,OV,24001103,"100,00",",00",LT,"1067,5200",106752,"100,00",683757,790509
01477,    1477BG03,BG GRAL SEPTICLEAN BOG BY VEOL,CO4710216,CO4710216,LIMPIADOR;QUIMIC;DESINCRUSTANT,OP,24000255,D035,12293705,15/03/24,15/03/24,,OV,24001103,",00",",00",LT,"1545,0750",61803,",00",-2,61801
